game_id,season_id,season_type,stad_id,home_team_id,away_team_id,home_score,away_score,home_win,game_date,status
41200201,42012,Playoffs,s016,1610612748,1610612741,86 ,93 ,L,2013/5/6,Ended
41200231,42012,Playoffs,s027,1610612759,1610612744,129 ,127 ,W,2013/5/6,Ended
41200212,42012,Playoffs,s020,1610612752,1610612754,105 ,79 ,W,2013/5/7,Ended
41200222,42012,Playoffs,s021,1610612760,1610612763,93 ,99 ,L,2013/5/7,Ended
41200202,42012,Playoffs,s016,1610612748,1610612741,115 ,78 ,W,2013/5/8,Ended
41200232,42012,Playoffs,s027,1610612759,1610612744,91 ,100 ,L,2013/5/8,Ended
41200203,42012,Playoffs,s005,1610612741,1610612748,94 ,104 ,L,2013/5/10,Ended
41200233,42012,Playoffs,s010,1610612744,1610612759,92 ,102 ,L,2013/5/10,Ended
41200213,42012,Playoffs,s012,1610612754,1610612752,82 ,71 ,W,2013/5/11,Ended
41200223,42012,Playoffs,s015,1610612763,1610612760,87 ,81 ,W,2013/5/11,Ended
41200234,42012,Playoffs,s010,1610612744,1610612759,97 ,87 ,W,2013/5/12,Ended
41200204,42012,Playoffs,s005,1610612741,1610612748,65 ,88 ,L,2013/5/13,Ended
41200224,42012,Playoffs,s015,1610612763,1610612760,103 ,97 ,W,2013/5/13,Ended
41200214,42012,Playoffs,s012,1610612754,1610612752,93 ,82 ,W,2013/5/14,Ended
41200235,42012,Playoffs,s027,1610612759,1610612744,109 ,91 ,W,2013/5/14,Ended
41200205,42012,Playoffs,s016,1610612748,1610612741,94 ,91 ,W,2013/5/15,Ended
41200225,42012,Playoffs,s021,1610612760,1610612763,84 ,88 ,L,2013/5/15,Ended
41200215,42012,Playoffs,s020,1610612752,1610612754,85 ,75 ,W,2013/5/16,Ended
41200236,42012,Playoffs,s010,1610612744,1610612759,82 ,94 ,L,2013/5/16,Ended
41200216,42012,Playoffs,s012,1610612754,1610612752,106 ,99 ,W,2013/5/18,Ended
41200311,42012,Playoffs,s027,1610612759,1610612763,105 ,83 ,W,2013/5/19,Ended
41200312,42012,Playoffs,s027,1610612759,1610612763,93 ,89 ,W,2013/5/21,Ended
41200301,42012,Playoffs,s016,1610612748,1610612754,103 ,102 ,W,2013/5/22,Ended
41200302,42012,Playoffs,s016,1610612748,1610612754,93 ,97 ,L,2013/5/24,Ended
41200313,42012,Playoffs,s015,1610612763,1610612759,93 ,104 ,L,2013/5/25,Ended
41200303,42012,Playoffs,s012,1610612754,1610612748,96 ,114 ,L,2013/5/26,Ended
41200314,42012,Playoffs,s015,1610612763,1610612759,86 ,93 ,L,2013/5/27,Ended
41200304,42012,Playoffs,s012,1610612754,1610612748,99 ,92 ,W,2013/5/28,Ended
41200305,42012,Playoffs,s016,1610612748,1610612754,90 ,79 ,W,2013/5/30,Ended
41200306,42012,Playoffs,s012,1610612754,1610612748,91 ,77 ,W,2013/6/1,Ended
41200307,42012,Playoffs,s016,1610612748,1610612754,99 ,76 ,W,2013/6/3,Ended
41200401,42012,Playoffs,s016,1610612748,1610612759,88 ,92 ,L,2013/6/6,Ended
41200402,42012,Playoffs,s016,1610612748,1610612759,103 ,84 ,W,2013/6/9,Ended
41200403,42012,Playoffs,s027,1610612759,1610612748,113 ,77 ,W,2013/6/11,Ended
41200404,42012,Playoffs,s027,1610612759,1610612748,93 ,109 ,L,2013/6/13,Ended
41200405,42012,Playoffs,s027,1610612759,1610612748,114 ,104 ,W,2013/6/16,Ended
41200406,42012,Playoffs,s016,1610612748,1610612759,103 ,100 ,W,2013/6/18,Ended
41200407,42012,Playoffs,s016,1610612748,1610612759,95 ,88 ,W,2013/6/20,Ended
11300002,12013,Pre Season,s012,1610612754,1610612741,76 ,82 ,L,2013/10/5,Ended
11300003,12013,Pre Season,s011,1610612745,1610612740,115 ,116 ,L,2013/10/5,Ended
11300004,12013,Pre Season,s014,1610612747,1610612744,104 ,95 ,W,2013/10/5,Ended
11300006,12013,Pre Season,s014,1610612747,1610612743,88 ,97 ,L,2013/10/6,Ended
11300007,12013,Pre Season,s005,1610612741,1610612763,106 ,87 ,W,2013/10/7,Ended
11300010,12013,Pre Season,s025,1610612757,1610612746,81 ,89 ,L,2013/10/7,Ended
11300011,12013,Pre Season,s002,1610612738,1610612761,89 ,97 ,L,2013/10/7,Ended
11300012,12013,Pre Season,s016,1610612748,1610612737,92 ,87 ,W,2013/10/7,Ended
11300013,12013,Pre Season,s007,1610612742,1610612740,92 ,94 ,L,2013/10/7,Ended
11300014,12013,Pre Season,s010,1610612744,1610612758,94 ,81 ,W,2013/10/7,Ended
11300015,12013,Pre Season,s030,1610612764,1610612751,106 ,111 ,L,2013/10/8,Ended
11300016,12013,Pre Season,s006,1610612739,1610612749,99 ,87 ,W,2013/10/8,Ended
11300017,12013,Pre Season,s029,1610612762,1610612744,101 ,78 ,W,2013/10/8,Ended
11300018,12013,Pre Season,s014,1610612747,1610612743,90 ,88 ,W,2013/10/8,Ended
11300019,12013,Pre Season,s004,1610612766,1610612737,85 ,87 ,L,2013/10/8,Ended
11300021,12013,Pre Season,s023,1610612755,1610612760,99 ,103 ,L,2013/10/8,Ended
11300022,12013,Pre Season,s028,1610612761,1610612750,89 ,101 ,L,2013/10/9,Ended
11300023,12013,Pre Season,s022,1610612753,1610612740,95 ,99 ,L,2013/10/9,Ended
11300024,12013,Pre Season,s015,1610612763,1610612742,90 ,95 ,L,2013/10/9,Ended
11300025,12013,Pre Season,s025,1610612757,1610612756,98 ,104 ,L,2013/10/9,Ended
11300026,12013,Pre Season,s002,1610612738,1610612752,102 ,103 ,L,2013/10/9,Ended
11300028,12013,Pre Season,s018,1610612750,1610612749,98 ,89 ,W,2013/10/10,Ended
11300029,12013,Pre Season,s014,1610612747,1610612758,86 ,104 ,L,2013/10/10,Ended
11300030,12013,Pre Season,s009,1610612765,1610612748,107 ,112 ,L,2013/10/10,Ended
11300031,12013,Pre Season,s012,1610612754,1610612745,96 ,116 ,L,2013/10/10,Ended
11300032,12013,Pre Season,s028,1610612761,1610612752,100 ,91 ,W,2013/10/11,Ended
11300033,12013,Pre Season,s023,1610612755,1610612738,97 ,85 ,W,2013/10/11,Ended
11300034,12013,Pre Season,s022,1610612753,1610612739,105 ,110 ,L,2013/10/11,Ended
11300035,12013,Pre Season,s025,1610612757,1610612762,96 ,86 ,W,2013/10/11,Ended
11300036,12013,Pre Season,s016,1610612748,1610612766,86 ,75 ,W,2013/10/11,Ended
11300037,12013,Pre Season,s030,1610612764,1610612741,81 ,83 ,L,2013/10/12,Ended
11300038,12013,Pre Season,s018,1610612750,1610612761,97 ,104 ,L,2013/10/12,Ended
11300039,12013,Pre Season,s029,1610612762,1610612746,74 ,106 ,L,2013/10/12,Ended
11300040,12013,Pre Season,s002,1610612738,1610612752,111 ,81 ,W,2013/10/12,Ended
11300041,12013,Pre Season,s003,1610612751,1610612765,88 ,99 ,L,2013/10/12,Ended
11300042,12013,Pre Season,s017,1610612749,1610612766,76 ,83 ,L,2013/10/12,Ended
11300043,12013,Pre Season,s019,1610612740,1610612737,105 ,73 ,W,2013/10/13,Ended
11300044,12013,Pre Season,s011,1610612745,1610612754,107 ,98 ,W,2013/10/13,Ended
11300045,12013,Pre Season,s027,1610612759,1610612756,99 ,106 ,L,2013/10/13,Ended
11300047,12013,Pre Season,s023,1610612755,1610612751,97 ,127 ,L,2013/10/14,Ended
11300048,12013,Pre Season,s008,1610612743,1610612759,98 ,94 ,W,2013/10/14,Ended
11300049,12013,Pre Season,s026,1610612758,1610612746,99 ,88 ,W,2013/10/14,Ended
11300050,12013,Pre Season,s007,1610612742,1610612753,94 ,102 ,L,2013/10/14,Ended
11300051,12013,Pre Season,s030,1610612764,1610612748,100 ,82 ,W,2013/10/15,Ended
11300052,12013,Pre Season,s006,1610612739,1610612766,74 ,92 ,L,2013/10/15,Ended
11300053,12013,Pre Season,s015,1610612763,1610612749,102 ,99 ,W,2013/10/15,Ended
11300054,12013,Pre Season,s021,1610612760,1610612743,109 ,81 ,W,2013/10/15,Ended
11300055,12013,Pre Season,s024,1610612756,1610612746,96 ,102 ,L,2013/10/15,Ended
11300056,12013,Pre Season,s003,1610612751,1610612738,82 ,80 ,W,2013/10/15,Ended
11300057,12013,Pre Season,s014,1610612747,1610612744,95 ,100 ,L,2013/10/15,Ended
11300058,12013,Pre Season,s028,1610612761,1610612738,99 ,97 ,W,2013/10/16,Ended
11300059,12013,Pre Season,s012,1610612754,1610612742,85 ,92 ,L,2013/10/16,Ended
11300060,12013,Pre Season,s005,1610612741,1610612765,96 ,81 ,W,2013/10/16,Ended
11300061,12013,Pre Season,s011,1610612745,1610612753,108 ,104 ,W,2013/10/16,Ended
11300062,12013,Pre Season,s029,1610612762,1610612757,92 ,99 ,L,2013/10/16,Ended
11300063,12013,Pre Season,s004,1610612766,1610612755,110 ,84 ,W,2013/10/17,Ended
11300064,12013,Pre Season,s030,1610612764,1610612752,89 ,98 ,L,2013/10/17,Ended
11300065,12013,Pre Season,s006,1610612739,1610612765,96 ,84 ,W,2013/10/17,Ended
11300066,12013,Pre Season,s021,1610612760,1610612740,102 ,105 ,L,2013/10/17,Ended
11300067,12013,Pre Season,s026,1610612758,1610612756,107 ,90 ,W,2013/10/17,Ended
11300068,12013,Pre Season,s001,1610612737,1610612759,104 ,106 ,L,2013/10/17,Ended
11300069,12013,Pre Season,s003,1610612751,1610612748,86 ,62 ,W,2013/10/17,Ended
11300070,12013,Pre Season,s022,1610612753,1610612763,91 ,97 ,L,2013/10/18,Ended
11300071,12013,Pre Season,s005,1610612741,1610612754,103 ,98 ,W,2013/10/18,Ended
11300072,12013,Pre Season,s010,1610612744,1610612747,115 ,89 ,W,2013/10/18,Ended
11300073,12013,Pre Season,s013,1610612746,1610612757,84 ,94 ,L,2013/10/18,Ended
11300074,12013,Pre Season,s019,1610612740,1610612764,93 ,89 ,W,2013/10/19,Ended
11300075,12013,Pre Season,s004,1610612766,1610612742,83 ,89 ,L,2013/10/19,Ended
11300076,12013,Pre Season,s016,1610612748,1610612759,121 ,96 ,W,2013/10/19,Ended
11300077,12013,Pre Season,s006,1610612739,1610612754,79 ,102 ,L,2013/10/19,Ended
11300078,12013,Pre Season,s013,1610612746,1610612743,118 ,111 ,W,2013/10/19,Ended
11300079,12013,Pre Season,s001,1610612737,1610612763,82 ,90 ,L,2013/10/20,Ended
11300080,12013,Pre Season,s022,1610612753,1610612765,87 ,86 ,W,2013/10/20,Ended
11300081,12013,Pre Season,s018,1610612750,1610612738,104 ,89 ,W,2013/10/20,Ended
11300082,12013,Pre Season,s021,1610612760,1610612762,88 ,82 ,W,2013/10/20,Ended
11300083,12013,Pre Season,s025,1610612757,1610612758,109 ,105 ,W,2013/10/20,Ended
11300084,12013,Pre Season,s028,1610612761,1610612752,123 ,120 ,W,2013/10/21,Ended
11300085,12013,Pre Season,s006,1610612739,1610612755,104 ,93 ,W,2013/10/21,Ended
11300086,12013,Pre Season,s005,1610612741,1610612749,105 ,84 ,W,2013/10/21,Ended
11300087,12013,Pre Season,s011,1610612745,1610612742,100 ,95 ,W,2013/10/21,Ended
11300088,12013,Pre Season,s024,1610612756,1610612760,88 ,76 ,W,2013/10/22,Ended
11300089,12013,Pre Season,s001,1610612737,1610612754,89 ,107 ,L,2013/10/22,Ended
11300090,12013,Pre Season,s009,1610612765,1610612764,99 ,96 ,W,2013/10/22,Ended
11300091,12013,Pre Season,s027,1610612759,1610612753,123 ,101 ,W,2013/10/22,Ended
11300092,12013,Pre Season,s014,1610612747,1610612762,108 ,94 ,W,2013/10/22,Ended
11300093,12013,Pre Season,s028,1610612761,1610612763,108 ,72 ,W,2013/10/23,Ended
11300094,12013,Pre Season,s002,1610612738,1610612751,101 ,97 ,W,2013/10/23,Ended
11300095,12013,Pre Season,s023,1610612755,1610612750,102 ,125 ,L,2013/10/23,Ended
11300096,12013,Pre Season,s006,1610612739,1610612764,82 ,101 ,L,2013/10/23,Ended
11300097,12013,Pre Season,s017,1610612749,1610612752,105 ,95 ,W,2013/10/23,Ended
11300098,12013,Pre Season,s019,1610612740,1610612748,95 ,108 ,L,2013/10/23,Ended
11300099,12013,Pre Season,s008,1610612743,1610612756,79 ,98 ,L,2013/10/23,Ended
11300100,12013,Pre Season,s026,1610612758,1610612744,91 ,90 ,W,2013/10/23,Ended
11300101,12013,Pre Season,s007,1610612742,1610612737,98 ,88 ,W,2013/10/23,Ended
11300102,12013,Pre Season,s013,1610612746,1610612762,103 ,99 ,W,2013/10/23,Ended
11300103,12013,Pre Season,s021,1610612760,1610612741,95 ,104 ,L,2013/10/23,Ended
11300104,12013,Pre Season,s004,1610612766,1610612739,105 ,92 ,W,2013/10/24,Ended
11300105,12013,Pre Season,s027,1610612759,1610612745,92 ,109 ,L,2013/10/24,Ended
11300106,12013,Pre Season,s009,1610612765,1610612750,99 ,98 ,W,2013/10/24,Ended
11300107,12013,Pre Season,s010,1610612744,1610612757,74 ,90 ,L,2013/10/24,Ended
11300108,12013,Pre Season,s022,1610612753,1610612740,82 ,101 ,L,2013/10/25,Ended
11300109,12013,Pre Season,s005,1610612741,1610612743,94 ,89 ,W,2013/10/25,Ended
11300110,12013,Pre Season,s015,1610612763,1610612745,73 ,92 ,L,2013/10/25,Ended
11300111,12013,Pre Season,s014,1610612747,1610612762,111 ,106 ,W,2013/10/25,Ended
11300112,12013,Pre Season,s020,1610612752,1610612766,83 ,85 ,L,2013/10/25,Ended
11300113,12013,Pre Season,s016,1610612748,1610612751,87 ,108 ,L,2013/10/25,Ended
11300115,12013,Pre Season,s007,1610612742,1610612754,77 ,98 ,L,2013/10/25,Ended
11300116,12013,Pre Season,s013,1610612746,1610612758,100 ,110 ,L,2013/10/25,Ended
21300001,22013,Regular Season,s012,1610612754,1610612753,97 ,87 ,W,2013/10/29,Ended
21300002,22013,Regular Season,s016,1610612748,1610612741,107 ,95 ,W,2013/10/29,Ended
21300003,22013,Regular Season,s014,1610612747,1610612746,116 ,103 ,W,2013/10/29,Ended
21300004,22013,Regular Season,s006,1610612739,1610612751,98 ,94 ,W,2013/10/30,Ended
